,Company_Name,JobTitles,Skills,Description,Stipend,Links
112,Anekant Technology Pvt Ltd,Angular.js Development,"Angular 7.0 , AngularJS , CSS , Node.js , REST API","We are looking for a dynamic Angular.js Development intern to join our team at Anekant Technology Pvt Ltd. If you are passionate about web development and have a strong understanding of AngularJS, Node.js, Angular 7.0, CSS, and REST API, then this opportunity is perfect for you!

Key Responsibilities:
1. Collaborate with the development team to design and implement new features using AngularJS and Angular 7.0.
2. Optimize application performance and ensure responsiveness across various devices and browsers.
3. Write clean, efficient, and maintainable code following best practices and coding standards.
4. Work on integrating REST APIs to fetch and update data for the web application.
5. Assist in troubleshooting and resolving technical issues within the application.
6. Stay updated on the latest trends and technologies in web development to enhance your skills.
7. Contribute ideas and solutions to improve the overall user experience of the application.

If you are eager to learn and grow in a fast-paced environment, then apply now to kickstart your career in Angular.js development with us!. Angular 7.0 , AngularJS , CSS , Node.js , REST API","₹ 10,000 /month",https://internshala.com/internship/detail/work-from-home-angularjs-development-internship-at-anekant-technology-pvt-ltd1709270903
113,Umwelt.Ai,Angular.js Development,"Angular 2.0 , Angular 7.0 , AngularJS , CSS , HTML , HTML&CSS , JavaScript , Node.js , TypeScript","Join us at Umwelt.Ai as an Angular.js Development intern and take your skills to the next level! We are seeking a dynamic individual who is proficient in Angular 2.0, Angular 7.0, AngularJS, TypeScript, JavaScript, HTML & CSS, Node.js, HTML, and CSS. As part of our team, you will have the opportunity to work on exciting projects and gain valuable hands-on experience in a fast-paced environment.

Key Responsibilities:
1. Collaborate with the development team to design and implement new features using Angular.js.
2. Optimize the performance of web applications and ensure seamless user experience.
3. Develop and maintain clean, reusable code that adheres to best practices.
4. Conduct thorough testing and debugging to identify and fix any issues.
5. Stay up-to-date with the latest trends and technologies in Angular.js development.
6. Assist in the documentation and maintenance of software applications.
7. Participate in team meetings and contribute ideas to enhance project outcomes.

If you are passionate about Angular.js development and eager to learn and grow in a supportive environment, we want to hear from you! Apply now to be a part of our innovative team at Umwelt.Ai.. Angular 2.0 , Angular 7.0 , AngularJS , CSS , HTML , HTML&CSS , JavaScript , Node.js , TypeScript","₹ 8,000-10,000 /month",https://internshala.com/internship/detail/angularjs-development-internship-in-faridabad-at-umweltai1709185585
114,Greenovative Energy Private Limited,Angular.js Development,"Angular 2.0 , Angular 7.0 , AngularJS , JavaScript , Node.js","Selected intern's day-to-day responsibilities include: 

1. Work closely with senior developers to understand project requirements and translate them into technical specifications
2. Develop responsive web applications using the Angular framework
3. Write clean, efficient, and maintainable code
4. Write clean, maintainable, and efficient code. Angular 2.0 , Angular 7.0 , AngularJS , JavaScript , Node.js","₹ 5,000 /month",https://internshala.com/internship/detail/angularjs-development-internship-in-pune-at-greenovative-energy-private-limited1708510315
115,Ajani Infotech,PHP Laravel Development,"HTML , JavaScript , LARAVEL , PHP , Vue Js","Are you a passionate and ambitious individual looking to kickstart your career in PHP Laravel development? Look no further! Join Ajani Infotech as a PHP Laravel development intern and gain hands-on experience in a dynamic and innovative work environment.

Selected intern's day-to-day responsibilities include:

1. Work closely with senior developers to design, develop, and test Laravel applications
2. Assist in troubleshooting and resolving issues with existing codebase
3. Collaborate with cross-functional teams to ensure project requirements are met
4. Participate in code reviews and provide constructive feedback for continuous improvement
5. Stay up-to-date with the latest trends and technologies in PHP Laravel development
6. Contribute to the development of new features and enhancements for web applications
7. Take ownership of assigned tasks and deliver high-quality work within deadlines

If you are enthusiastic about PHP Laravel development and eager to learn and grow in a supportive environment, apply now and embark on an exciting journey with Ajani Infotech!. HTML , JavaScript , LARAVEL , PHP , Vue Js","₹ 10,000 /month",https://internshala.com/internship/detail/php-laravel-development-internship-in-noida-at-ajani-infotech1709272691
116,Tailor Apps,Flutter Flow/Flutter Development,"APIs , Firebase , Flutter","Selected intern's day-to-day responsibilities include: 

1. Collaborate with our talented team to design, develop, and deploy software applications using no-code tools like Glide, Framer, Bubble, Flutterflow, etc.
2. Customize and enhance existing applications to meet specific client requirements
3. Participate in brainstorming sessions and contribute fresh ideas to project discussions
4. Problem-solve and troubleshoot technical issues to ensure smooth application performance. APIs , Firebase , Flutter","₹ 5,000 /month +  Incentives",https://internshala.com/internship/detail/work-from-home-flutter-flow-flutter-development-internship-at-tailor-apps1709269994
117,Blackcoffer,Python Full Stack Development,"Amazon Web Services (AWS) , AngularJS , Django , Flask , Google Cloud Computing , JavaScript , MongoDB , Node.js , PostgreSQL , Postman , Python","Selected intern's day-to-day responsibilities include: 

1. Developing and maintaining web applications using Python, Flask, Django, AngularJS, JavaScript, Node.js, MongoDB, PostgreSQL, Postman, Google cloud computing, and Amazon Web Services
2. Working on developing web applications, frontend, and backend
3. Working on SaaS-based application development
4. Working on web technologies such as Python, flask, Django, Angular React.js, Node.js, etc.
5. Working on NoSQL databases on the back end such as MongoDB and PostgreSQL
6. Working on real-time dashboard development
7. Working on admin dashboard development
8. Working on front-end and back-end parts of the products
9. Working on product development
10. Working on API development
11. Working on cloud platforms like GCP, AWS, Azure, Linode, and Heroku
12. Working on tech stacks such as Flask, Django, React, Node.js, Python, and Angular.js

Note: The internship will be work from home and the successful applicant must have a strong understanding of Python, Flask, Django, AngularJS, JavaScript, Node.js, MongoDB, PostgreSQL, Postman, Google cloud computing, and Amazon Web Services (AWS).. Amazon Web Services (AWS) , AngularJS , Django , Flask , Google Cloud Computing , JavaScript , MongoDB , Node.js , PostgreSQL , Postman , Python","₹ 10,000-12,000 /month",https://internshala.com/internship/detail/work-from-home-python-full-stack-development-internship-at-blackcoffer1709269024
118,Smollan India Private Limited,Front End Development,"Figma , HTML&CSS , Tailwind CSS , TypeScript","We are seeking a talented and motivated individual to join our growing team as a Front-End Developer & Designer. In this exciting role, you will play a key part in building and maintaining our web applications, ensuring they are not only functional but also visually stunning and user-friendly.

Responsibilities:
    Design and develop user interfaces using SvelteKit and TailwindCSS
    Translate design mockups and prototypes into clean, maintainable code
    Develop reusable components and implement design patterns
    Optimize websites for performance and accessibility
    Collaborate with designers and back-end developers to ensure seamless integration
    Stay up-to-date with the latest front-end technologies and trends
    Contribute to a culture of innovation and continuous improvement

Qualifications:
    Strong understanding of HTML, CSS, and JavaScript
    Proficient in SvelteKit and TailwindCSS
    Experience with accessibility best practices
    Strong problem-solving and analytical skills
    Excellent communication and collaboration skills
    Passion for design and user experience
    Bonus points for experience with: TypeScript, GraphQL, UI/UX design tools (Figma, Sketch). Figma , HTML&CSS , Tailwind CSS , TypeScript","₹ 15,000-20,000 /month",https://internshala.com/internship/detail/work-from-home-front-end-development-internship-at-smollan-india-private-limited1709213840
119,COSGrid Systems Private Limited,Front End Development,"Angular 7.0 , CSS , GitHub , JavaScript , Node.js , ReactJS , REST API , UI & UX Design","Selected intern's day-to-day responsibilities include:

1. Develop new user-facing features by working closely with product management and development teams
2. Interact with the product management team to understand the requirements
3. Build high-quality and robust features
4. Create elegant, responsive, and interactive interfaces across multiple devices
5. Write well-crafted, well-tested, readable, reusable modules and maintainable code 
6. Work with backend engineers on the design and implementation of features

Qualification & skills required:

1. Solid experience in Javascript, TypeScript, HTML5, CSS / SASS
2. Familiar with JavaScript framework/libraries such as Angular, and React preferred
3. Strong in OOP, Functional, Reactive Programming, and MVC concepts in JavaScript
4. Solid grasp of RESTful web services and WebSockets
5. Familiarity with d3.js or other chart libraries is preferred
6. Basic knowledge of image authoring tools such as Gimp or Photoshop is a plus
7. Experience debugging using tools like Chrome Developer Console
8. Team player with excellent communication skills
9. B.E/B.Tech or M.Tech in computer science or a related field is required with (more than 70% aggregate preferred). Angular 7.0 , CSS , GitHub , JavaScript , Node.js , ReactJS , REST API , UI & UX Design","₹ 18,000-25,000 /month",https://internshala.com/internship/detail/front-end-development-internship-in-chennai-at-cosgrid-systems-private-limited1709195650
120,Fabulous Media Private Limited,Front End Development,"CSS , English Proficiency (Spoken) , English Proficiency (Written) , HTML","As a Front End Development intern at Fabulous Media Private Limited, you will have the opportunity to work on cutting-edge projects and gain valuable hands-on experience in the digital media industry. Your knowledge of CSS, HTML, spoken and written English proficiency will be put to the test as you collaborate with our dynamic team of developers and designers.

Key responsibilities include:
1. Collaborating with the design team to implement visually appealing and user-friendly interfaces.
2. Writing clean, efficient code that adheres to industry best practices.
3. Assisting in the optimization of website performance and speed.
4. Troubleshooting and debugging issues to ensure seamless user experience.
5. Keeping up-to-date with the latest trends and technologies in front end development.
6. Communicating effectively with team members to meet project deadlines.
7. Providing creative input and contributing ideas to enhance overall project outcomes.

If you are a motivated and enthusiastic individual looking to kickstart your career in front end development, this internship opportunity at Fabulous Media Private Limited is perfect for you. Join us and be part of a team that is dedicated to creating fabulous digital experiences!. CSS , English Proficiency (Spoken) , English Proficiency (Written) , HTML","₹ 5,000-15,000 /month",https://internshala.com/internship/detail/front-end-development-internship-in-gurgaon-at-fabulous-media-private-limited1709115025
121,BUCKMINT,Front End Development,"CSS , Git , GitHub , HTML , HTML&CSS , JavaScript , ReactJS , Redux , REST API , TypeScript","We are looking for a talented front-end development intern to join our team at BUCKMINT. If you are passionate about web development and have a strong foundation in HTML, CSS, ReactJS, and TypeScript, then we want to hear from you!

Selected intern's day-to-day responsibilities include:

1. Developing User Interfaces: Collaborate with the design team to implement user-friendly and visually appealing interfaces for web applications
2. Coding and Programming: Write clean, efficient, and maintainable code using HTML, CSS, and JavaScript frameworks such as ReactJS. Write well-documented code to ensure project scalability
3. Testing and Debugging: Conduct thorough testing of web applications to identify and resolve any issues or bugs, ensuring optimal performance and functionality across different browsers and devices
4. Responsive Design: Ensure that web applications are responsive and compatible with various screen sizes and devices
5. Version Control: Utilize version control systems such as Git to manage and track changes to the codebase efficiently
6. Collaboration: Work closely with cross-functional teams, including designers, backend developers, and product managers, to deliver high-quality solutions that meet project requirements and deadlines
7. Continuous Learning: Stay updated on emerging frontend technologies, trends, and best practices, and actively participate in knowledge sharing sessions within the team

If you are a motivated individual with a passion for front-end development, apply now to gain valuable experience and make a real impact at BUCKMINT!. CSS , Git , GitHub , HTML , HTML&CSS , JavaScript , ReactJS , Redux , REST API , TypeScript","₹ 15,000-20,000 /month",https://internshala.com/internship/detail/front-end-development-internship-in-multiple-locations-at-buckmint1709109402
122,"Grinning Co. (Antioch, United States)",Front End Development,"CSS , Figma , HTML , JavaScript , Node.js , ReactJS , REST API","Selected intern's day-to-day responsibilities include: 

1. Collaborate with the design and product team to translate designs into functional web extension features
2. Develop and maintain high-quality code using modern web development technologies
3. Participate in code reviews and provide constructive feedback to other team members
4. Work closely with the backend team to ensure seamless integration of frontend and backend features
5. Optimize web extension performance and ensure a smooth user experience
6. Stay up to date with the latest web development trends and technologies

Requirements:

1. Bachelor's degree in computer science or related field
2. 2+ years of experience as a frontend engineer
3. Experience with Figma and React.js is a MUST
4. Familiarity with Node.JS & REST (Good to have)
5. Solid understanding of web development best practices and design patterns
6. Strong problem-solving skills and attention to detail
7. Excellent communication and collaboration skills. CSS , Figma , HTML , JavaScript , Node.js , ReactJS , REST API","₹ 2,500 lump sum",https://internshala.com/internship/detail/work-from-home-part-time-front-end-development-internship-at-grinning-co1709014203
123,Techwondoe India Private Limited,Front End Development,"Bootstrap , CSS , JavaScript , ReactJS , Tailwind CSS , TypeScript","Selected intern's day-to-day responsibilities include: 

1. Work on the development of responsive web applications using ReactJS
2. Work on the development of clean module code with proper linting and prettier configurations
3. Handle unit testing using Jest and automation tests with cypress.io
4. Test websites and apps for pixel-perfect UI/UX
5. Write clean code

Requirements:

1. Advanced level development skills with React JS with TypeScript
2. Strong skills with CSS frameworks like Bootstrap, Tailwind, Material UI, etc.. Bootstrap , CSS , JavaScript , ReactJS , Tailwind CSS , TypeScript","₹ 10,000-20,000 /month",https://internshala.com/internship/detail/work-from-home-front-end-development-internship-at-techwondoe-india-private-limited1708753571
124,Foreignerds,Front End Development,"AngularJS , Bootstrap , CSS , HTML , JavaScript , jQuery , ReactJS","Selected intern's day-to-day responsibilities include: 

1. Optimizing the user experience
2. Using HTML, JavaScript, and CSS to bring concepts to life
3. Developing and maintaining the user interface
4. Implementing design on mobile websites
5. Creating tools that improve site interaction regardless of the browser
6. Managing software workflow. AngularJS , Bootstrap , CSS , HTML , JavaScript , jQuery , ReactJS","₹ 5,000-10,000 /month",https://internshala.com/internship/detail/front-end-development-internship-in-noida-at-foreignerds1708601086
125,Digite Infotech Private Limited,Front End Development,"CSS , HTML , JavaScript , ReactJS , Redux , REST API","Selected intern's day-to-day responsibilities include: 

1. Working on HTML, CSS, JavaScript, and ReactJS
2. Working on front end algorithms, CSS 3 (responsive). CSS , HTML , JavaScript , ReactJS , Redux , REST API","₹ 17,000-22,000 /month",https://internshala.com/internship/detail/front-end-development-internship-in-multiple-locations-at-digite-infotech-private-limited1708578651
126,"Ayush Kanodia (San Francisco, United States)",Front End Development,"CSS , Figma , HTML , JavaScript , ReactJS , Tailwind CSS","Selected intern's day-to-day responsibilities include:

1. Engineering a Figma based UI/UX design based on Tailwind CSS and ShadCN components into our product
2. Collaborate with a Figma designer to give feedback on design feasibility
3. Collaborate with the infrastructure and AI engineer to synchronize the building of the entire product. CSS , Figma , HTML , JavaScript , ReactJS , Tailwind CSS","₹ 20,000 /month +  Incentives",https://internshala.com/internship/detail/work-from-home-part-time-front-end-development-internship-at-ayush-kanodia1708416336
127,Aquera,Front End Development,"Angular 2.0 , CSS , HTML , JavaScript","Selected intern's day-to-day responsibilities include: 

1. Skill Development: Begin the day with a focused learning session on key technologies such as Angular 2+, HTML5, CSS3, and JavaScript ES6, guided by tutorials or mentorship from senior developers
2. Hands-on Practice: Work on small, manageable tasks related to UI bug fixes or feature enhancements under the supervision of a mentor, applying the concepts learned to real-world scenarios
3. Team Collaboration: Participate in daily stand-up meetings to understand project goals, discuss progress on tasks, and learn from the workflow and challenges faced by the team
4. Feedback and Improvement: Engage in code reviews with peers or mentors to receive constructive feedback, learn best practices, and iteratively improve coding skills
5. Research and Self-study: Allocate time to explore new UI/UX trends, tools, and best practices, ensuring continuous growth and adaptation to the evolving tech landscape. Angular 2.0 , CSS , HTML , JavaScript","₹ 25,000 /month",https://internshala.com/internship/detail/front-end-development-internship-in-bangalore-at-aquera1708328454
128,Trade Brains,Front End Development,"CSS , HTML , JavaScript , ReactJS , Redux , REST API","Selected intern's day-to-day responsibilities include:

1. Handle translation of the UI/UX design wireframes to actual code that will produce visual elements of the application
2. Develop new user-facing features
3. Build reusable code and libraries for future use
4. Optimize application for maximum speed and scalability
5. Design and develop features with responsive design. CSS , HTML , JavaScript , ReactJS , Redux , REST API","₹ 8,000-10,000 /month",https://internshala.com/internship/detail/part-time-front-end-development-internship-in-bangalore-at-trade-brains1708320355
129,BOP Consultancy And Services,Front End Development,"CSS , HTML , JavaScript , Node.js , ReactJS , Redux , REST API","We are seeking a talented and enthusiastic Front End Development intern to join our dynamic team at BOP Consultancy And Services. If you're passionate about web development and have a solid understanding of JavaScript, HTML, CSS, ReactJS, Node.js, Redux, and REST API, then this is the perfect opportunity for you to shine!

Responsibilities:

1. Collaborate with our team to design and implement innovative front-end solutions
2. Develop and maintain user-friendly and responsive web applications
3. Write clean, efficient, and well-documented code that adheres to industry best practices
4. Conduct thorough testing and debugging to ensure optimal performance and user experience
5. Stay up-to-date with the latest trends and technologies in front-end development
6. Assist in optimizing websites for maximum speed and scalability
7. Troubleshoot and resolve any front-end-related issues that may arise

Joining our team will not only provide you with valuable hands-on experience but also an opportunity to work on exciting projects in a collaborative and supportive environment. If you're ready to take your skills to the next level and grow as a front-end developer, apply now!. CSS , HTML , JavaScript , Node.js , ReactJS , Redux , REST API","₹ 3,000-5,000 /month",https://internshala.com/internship/detail/front-end-development-internship-in-pune-at-bop-consultancy-and-services1706788002
130,Doorstep Delhi,React Developer,"JavaScript , Next.js , ReactJS , Redux , REST API","Selected intern's day-to-day responsibilities include: 

1. Developing User Interfaces: Designing and implementing user interfaces using the React.js library
2. Implementing Features: Working closely with design and backend teams to implement new features and functionalities
3. Writing Clean Code: Producing clean, efficient, and maintainable code following coding standards and best practices
4. Debugging and Troubleshooting: Identifying and fixing bugs and performance issues within the frontend codebase
5. Optimizing Performance: Optimizing the performance of frontend applications for speed and scalability. JavaScript , Next.js , ReactJS , Redux , REST API","₹ 3,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-react-developer-internship-at-doorstep-delhi1709190233
131,Bijon Trading Private Limited (Genotek),Website Design And Build On HubCMS,"Adobe Creative Suite , Adobe Illustrator , Adobe Photoshop , Figma , HubL , Sketch , UI & UX Design , User Interface (UI) Development , Wireframing","Selected intern's day-to-day responsibilities include:

1. Identifying your competitors in the market.
2. Analyzing competitor landing pages using SWOT analysis.
3. Researching and studying high-converting landing pages from various industries.
4. Gaining insights into Conversion Rate Optimization (CRO) by using relevant technology and tools.
5. Developing personas to better understand your target audience.
6. Mapping out the customer journey to enhance user experience.
7. Conducting thorough SEO and keyword research for a strong online presence.
8. Analyzing competitor keyword strategies to refine your approach.
9. Identifying content opportunities that align with your audience's needs.
10. Staying updated on industry trends and innovations for a competitive edge.
11. Utilizing analytical tools and metrics to track performance and gather valuable data.
12. Prioritizing continuous learning and adaptation to stay agile in the dynamic market.. Adobe Creative Suite , Adobe Illustrator , Adobe Photoshop , Figma , HubL , Sketch , UI & UX Design , User Interface (UI) Development , Wireframing","₹ 5,000 /month +  Incentives",https://internshala.com/internship/detail/work-from-home-website-design-and-build-on-hubcms-internship-at-bijon-trading-private-limited-genotek1709187971
132,Business Quant,PHP/WordPress Development,"AJAX , JavaScript , jQuery , MySQL , PHP , WordPress","Selected intern's day-to-day responsibilities include: 

1. Build front-end web apps for our WordPress website, using Javascript, JQuery, AJAX, and CSS
2. Optimize the website to speed up the loading time of our website
3. Co-ordinate with the back-end development team and convey your requirements to them
4. Help formulate an effective, responsive design and turning it into a working plugin. AJAX , JavaScript , jQuery , MySQL , PHP , WordPress","₹ 10,000-15,000 /month",https://internshala.com/internship/detail/work-from-home-php-wordpress-development-internship-at-business-quant1709186271
133,Dendrite.ai,React/Node.js Web/UI Development,"CSS , Docker , Git , HTML , JavaScript , Node.js , ReactJS , SQL , TypeScript","Selected intern's day-to-day responsibilities include:

1. Write TypeScript/HTML/CSS for web UI platform with a strong focus on scalability, supportability, and maintainability under the general direction of senior team members
2. Participate in design and code reviews
3. Diagnose and resolve issues in production
4. Enhance and develop all aspects of the company's technology suite by collaborating with development teams to determine application requirements
5. Assess and prioritize client feature requests. CSS , Docker , Git , HTML , JavaScript , Node.js , ReactJS , SQL , TypeScript","₹ 5,000-15,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-react-nodejs-web-ui-development-internship-at-dendriteai1709033176
134,Legit Farms,WordPress And SEO,"Search Engine Optimization (SEO) , WordPress","Are you a WordPress whiz with a passion for SEO? Legit Farms is looking for a motivated intern to join our team and help us boost our online presence! As our WordPress and SEO intern, you will have the opportunity to gain hands-on experience in website management and digital marketing strategies. 

Selected intern's day-to-day responsibilities include:

1. Assist in the creation and optimization of website content using WordPress.
2. Conduct keyword research and implement on-page SEO strategies to improve search engine rankings.
3. Monitor website performance and provide regular reports on SEO metrics.
4. Collaborate with our marketing team to develop and execute SEO campaigns.
5. Stay up-to-date on industry trends and algorithm updates to ensure best practices.
6. Implement link-building strategies to improve domain authority.
7. Help in the development and implementation of social media and email marketing campaigns. 

If you are eager to learn, have a strong attention to detail, and are ready to dive into the world of WordPress and SEO, we want to hear from you! Join us at Legit Farms and take your digital marketing skills to the next level. Apply now!. Search Engine Optimization (SEO) , WordPress","₹ 10,000 /month",https://internshala.com/internship/detail/wordpress-and-seo-internship-in-bangalore-at-legit-farms1709037694
135,QUARTERSTACK TECHNOLOGIES PRIVATE LIMITED,React Native Development - Remote/WFH,"Git , React Native , Redux","Selected intern's day-to-day responsibilities include: 

1. Collaborate with cross-functional teams to design, develop, and deploy new features for mobile applications
2. Build and maintain efficient, reusable, and reliable React Native code
3. Work closely with UX/UI designers to implement visually appealing and intuitive mobile interfaces
4. Ensure the performance, quality, and responsiveness of applications
5. Identify and troubleshoot issues, and participate in the resolution of software defects
6. Stay informed about emerging trends and technologies in mobile development
7. Contribute to the improvement of development processes and methodologies. Git , React Native , Redux","₹ 10,000 /month",https://internshala.com/internship/detail/work-from-home-react-native-development-remote-wfh-internship-at-quarterstack-technologies-private-limited1708414397
136,Greendzine Technologies,Mobile App Development (AI-Based),"Algorithms , Cloud Computing , Flutter , Java , Machine Learning","Selected intern's day-to-day responsibilities include:

1. Design and build AI-based advanced mobile applications on the Android platform
2. Collaborate with cross-functional teams to define, design, and execute new features
3. Work with outside data sources (serverless platform) and APIs
4. Work on unit-testing code for robustness, including edge cases, usability, and general reliability
5. Work on bug fixing and improving application performance
6. Discover, evaluate, and implement new technologies continuously to maximize development efficiency

Skills & Requirements:

1. Completed or Pursuing a Bachelor's or Master's degree with one of the below disciplines: Computer Science / Computer Applications Information Technology, Electrical / Electronics
2. Has above 70% marks throughout the education
3. Available for a minimum 3 to 6 months full-time internship, working from office
4. Has prior knowledge of Mobile App Development
5. Should have a passion towards developing Mobile Applications
6. Knowledge on Artificial Intelligence is an added advantage
7. Should have a positive attitude and clarity of thoughts
8. Knowing product lifecycle is an added advantage
9. Skills needed: Figma, Java, Cloud Computing, AI. Algorithms , Cloud Computing , Flutter , Java , Machine Learning","₹ 18,000 /month",https://internshala.com/internship/detail/mobile-app-development-ai-based-internship-in-bangalore-at-greendzine-technologies1707798180
137,Greendzine Technologies,Web App Development,"CSS , Express.js , GitHub , HTML , ReactJS , SQL","Selected intern's day-to-day responsibilities include:

1. Design, Develop, and maintain ReactJS WebApp
2. Design and develop new custom components to meet project requirements
3. Maintain and update project dependencies
4. Work with Backend Engineers to develop front-end and back-end architecture that's well-structured and flexible, along with the APIs to support it

Skills & Requirements:

1. Completed Bachelor's or Master's degree on or before 2023 with one of the below disciplines:  Computer Science/Computer Applications/Information Technology/Electrical / Electronics
2. Has above 70% marks throughout the education
3. Available for a minimum 3 to 6 months full-time internship, working from the office.
4. Ability to understand business requirements and translate them into technical requirements
5. Should be able to write software programs
6. Should be passionate about developing advanced software
7. Expected Skills: Programming in JavaScript, UI styling in CSS, Developing WebApp using React JS
8. Expected Knowledge: Software development life cycle (SDLC), Software manual testing, Agile methodology, Version control using GIT, Responsive web design. CSS , Express.js , GitHub , HTML , ReactJS , SQL","₹ 18,000 /month",https://internshala.com/internship/detail/web-app-development-internship-in-bangalore-at-greendzine-technologies1707731391
138,SteelEye,Frontend Developer,"JavaScript , Node.js , ReactJS","Selected intern's day-to-day responsibilities include:

1. Develop new features, functionality, and applications using React.js
2. Build reusable components
3. Translate designs and mock-ups into usable, high-quality software
4. Participate in brainstorming and open discussions to evolve the product
5. Support and improve the continuous delivery process. JavaScript , Node.js , ReactJS","₹ 30,000 /month",https://internshala.com/internship/detail/work-from-home-frontend-developer-internship-at-steeleye1707476570
139,Luxmi Moulding,Website Designer Wordpress,WordPress,"As a Website Designer WordPress intern at Luxmi Moulding, you'll have the incredible opportunity to showcase your talents and creativity in the digital realm. This hands-on position will provide invaluable experience in designing and developing WordPress websites while working closely with our team to enhance Luxmi Moulding's online presence. With your expertise in WordPress, you'll have the chance to bring our brand to life through visually captivating and user-friendly websites. 

Selected intern's day-to-day responsibilities include:   

1. Collaborate with the marketing team to conceptualize and design a visually appealing WordPress website that aligns with Luxmi Moulding's branding guidelines.
2. Customize and modify existing WordPress themes to create unique and engaging user experiences.
3. Ensure seamless navigation and functionality of websites by conducting thorough testing and debugging.
4. Optimize websites for search engines, improving their visibility and driving organic traffic.
5. Assist in the creation and implementation of website content, ensuring it is both informative and engaging.
6. Stay current with the latest industry trends and technologies, providing recommendations for continuous improvement.
7. Collaborate with cross-functional teams to ensure website design and functionality meet business objectives and user expectations.

This is an incredible opportunity to gain real-world experience in website design and WordPress development, all while working with a dynamic team in the manufacturing industry. Join Luxmi Moulding today and be part of our journey to create stunning and user-friendly websites that captivate our audience.. WordPress","₹ 10,000-15,000 /month",https://internshala.com/internship/detail/website-designer-wordpress-internship-in-delhi-at-luxmi-moulding1707295127
